original,entrez,symbol,kegg
15504,SAR1B|51128,51128,SAR1B,hsa51128
15505,SARDH|1757,1757,SARDH,hsa1757
15506,SARM1|23098,23098,SARM1,hsa23098
15507,SARNP|84324,84324,SARNP,hsa84324
15508,SARS2|54938,54938,SARS2,hsa54938
15509,SARS|6301,6301,SARS,hsa6301
15510,SART1|9092,9092,SART1,hsa9092
15511,SART3|9733,9733,SART3,hsa9733
15512,SASH1|23328,23328,SASH1,hsa23328
15513,SASH3|54440,54440,SASH3,hsa54440
15514,SASS6|163786,163786,SASS6,hsa163786
15515,SAT1|6303,6303,SAT1,hsa6303
15516,SAT2|112483,112483,SAT2,hsa112483
15517,SATB1|6304,6304,SATB1,hsa6304
15518,SATB2|23314,23314,SATB2,hsa23314
15519,SATL1|340562,340562,SATL1,hsa340562
15520,SAV1|60485,60485,SAV1,hsa60485
15521,SBDS|51119,51119,SBDS,hsa51119
15522,SBDSP1|155370,155370,SBDSP1,hsa155370
15523,SBF1|6305,6305,SBF1,hsa6305
15524,SBF1P1|100133234,100133234,SBF1P1,hsa100133234
15525,SBF2|81846,81846,SBF2,hsa81846
15526,SBK1|388228,388228,SBK1,hsa388228
15527,SBK2|646643,646643,SBK2,hsa646643
15528,SBNO1|55206,55206,SBNO1,hsa55206
15529,SBNO2|22904,22904,SBNO2,hsa22904
15530,SBSN|374897,374897,SBSN,hsa374897
15531,SC4MOL|6307,6307,SC4MOL,hsa6307
15532,SC5DL|6309,6309,SC5DL,hsa6309
15533,SC65|10609,10609,SC65,hsa10609
15534,SCAF1|58506,58506,SCAF1,hsa58506
15535,SCAI|286205,286205,SCAI,hsa286205
15536,SCAMP1|9522,9522,SCAMP1,hsa9522
15537,SCAMP2|10066,10066,SCAMP2,hsa10066
15538,SCAMP3|10067,10067,SCAMP3,hsa10067
15539,SCAMP4|113178,113178,SCAMP4,hsa113178
15540,SCAMP5|192683,192683,SCAMP5,hsa192683
15541,SCAND1|51282,51282,SCAND1,hsa51282
15542,SCAND2|54581,54581,SCAND2,hsa54581
15543,SCAND3|114821,114821,SCAND3,hsa114821
15544,SCAP|22937,22937,SCAP,hsa22937
15545,SCAPER|49855,49855,SCAPER,hsa49855
15546,SCARA3|51435,51435,SCARA3,hsa51435
15547,SCARA5|286133,286133,SCARA5,hsa286133
15548,SCARB1|949,949,SCARB1,hsa949
15549,SCARB2|950,950,SCARB2,hsa950
15550,SCARF1|8578,8578,SCARF1,hsa8578
15551,SCARF2|91179,91179,SCARF2,hsa91179
15552,SCARNA10|692148,692148,SCARNA10,hsa692148
15553,SCARNA11|677780,677780,SCARNA11,hsa677780
15554,SCARNA12|677777,677777,SCARNA12,hsa677777
15555,SCARNA14|692149,692149,SCARNA14,hsa692149
15556,SCARNA15|677778,677778,SCARNA15,hsa677778
15557,SCARNA16|677781,677781,SCARNA16,hsa677781
15558,SCARNA1|677774,677774,SCARNA1,hsa677774
15559,SCARNA17|677769,677769,SCARNA17,hsa677769
15560,SCARNA18|677765,677765,SCARNA18,hsa677765
15561,SCARNA20|677681,677681,SCARNA20,hsa677681
15562,SCARNA21|677763,677763,SCARNA21,hsa677763
15563,SCARNA22|677770,677770,SCARNA22,hsa677770
15564,SCARNA23|677773,677773,SCARNA23,hsa677773
15565,SCARNA2|677766,677766,SCARNA2,hsa677766
15566,SCARNA27|100124533,100124533,SCARNA27,hsa100124533
15567,SCARNA3|677679,677679,SCARNA3,hsa677679
15568,SCARNA4|677771,677771,SCARNA4,hsa677771
15569,SCARNA5|677775,677775,SCARNA5,hsa677775
15570,SCARNA6|677772,677772,SCARNA6,hsa677772
15571,SCARNA7|677767,677767,SCARNA7,hsa677767
15572,SCARNA8|677776,677776,SCARNA8,hsa677776
15573,SCARNA9|619383,619383,SCARNA9,hsa619383
15574,SCARNA9L|100158262,100158262,SCARNA9L,hsa100158262
15575,SCCPDH|51097,51097,SCCPDH,hsa51097
15576,SCD5|79966,79966,SCD5,hsa79966
15577,SCD|6319,6319,SCD,hsa6319
15578,SCEL|8796,8796,SCEL,hsa8796
15579,SCFD1|23256,23256,SCFD1,hsa23256
15580,SCFD2|152579,152579,SCFD2,hsa152579
15581,SCG2|7857,7857,SCG2,hsa7857
15582,SCG3|29106,29106,SCG3,hsa29106
15583,SCG5|6447,6447,SCG5,hsa6447
15584,SCGB1A1|7356,7356,SCGB1A1,hsa7356
15585,SCGB1C1|147199,147199,SCGB1C1,hsa147199
15586,SCGB1D1|10648,10648,SCGB1D1,hsa10648
15587,SCGB1D2|10647,10647,SCGB1D2,hsa10647
15588,SCGB1D4|404552,404552,SCGB1D4,hsa404552
15589,SCGB2A1|4246,4246,SCGB2A1,hsa4246
15590,SCGB2A2|4250,4250,SCGB2A2,hsa4250
15591,SCGB3A1|92304,92304,SCGB3A1,hsa92304
15592,SCGB3A2|117156,117156,SCGB3A2,hsa117156
15593,SCGBL|284402,284402,SCGBL,hsa284402
15594,SCGN|10590,10590,SCGN,hsa10590
15595,SCHIP1|29970,29970,SCHIP1,hsa29970
15596,SCIN|85477,85477,SCIN,hsa85477
15597,SCLT1|132320,132320,SCLT1,hsa132320
15598,SCLY|51540,51540,SCLY,hsa51540
15599,SCMH1|22955,22955,SCMH1,hsa22955
15600,SCML1|6322,6322,SCML1,hsa6322
15601,SCML2|10389,10389,SCML2,hsa10389
15602,SCML4|256380,256380,SCML4,hsa256380
15603,SCN10A|6336,6336,SCN10A,hsa6336
15604,SCN11A|11280,11280,SCN11A,hsa11280
15605,SCN1A|6323,6323,SCN1A,hsa6323
15606,SCN1B|6324,6324,SCN1B,hsa6324
15607,SCN2A|6326,6326,SCN2A,hsa6326
15608,SCN2B|6327,6327,SCN2B,hsa6327
15609,SCN3A|6328,6328,SCN3A,hsa6328
15610,SCN3B|55800,55800,SCN3B,hsa55800
15611,SCN4A|6329,6329,SCN4A,hsa6329
15612,SCN4B|6330,6330,SCN4B,hsa6330
15613,SCN5A|6331,6331,SCN5A,hsa6331
15614,SCN7A|6332,6332,SCN7A,hsa6332
15615,SCN8A|6334,6334,SCN8A,hsa6334
15616,SCN9A|6335,6335,SCN9A,hsa6335
15617,SCNM1|79005,79005,SCNM1,hsa79005
15618,SCNN1A|6337,6337,SCNN1A,hsa6337
15619,SCNN1B|6338,6338,SCNN1B,hsa6338
15620,SCNN1D|6339,6339,SCNN1D,hsa6339
15621,SCNN1G|6340,6340,SCNN1G,hsa6340
15622,SCO1|6341,6341,SCO1,hsa6341
15623,SCO2|9997,9997,SCO2,hsa9997
15624,SCOC|60592,60592,SCOC,hsa60592
15625,SCP2|6342,6342,SCP2,hsa6342
15626,SCPEP1|59342,59342,SCPEP1,hsa59342
15627,SCRG1|11341,11341,SCRG1,hsa11341
15628,SCRIB|23513,23513,SCRIB,hsa23513
15629,SCRN1|9805,9805,SCRN1,hsa9805
15630,SCRN2|90507,90507,SCRN2,hsa90507
15631,SCRN3|79634,79634,SCRN3,hsa79634
15632,SCRT1|83482,83482,SCRT1,hsa83482
15633,SCRT2|85508,85508,SCRT2,hsa85508
15634,SCT|6343,6343,SCT,hsa6343
15635,SCTR|6344,6344,SCTR,hsa6344
15636,SCUBE1|80274,80274,SCUBE1,hsa80274
15637,SCUBE2|57758,57758,SCUBE2,hsa57758
15638,SCUBE3|222663,222663,SCUBE3,hsa222663
15639,SCXB|642658,642658,SCXB,hsa642658
15640,SCYL1|57410,57410,SCYL1,hsa57410
15641,SCYL2|55681,55681,SCYL2,hsa55681
15642,SCYL3|57147,57147,SCYL3,hsa57147
15643,SDAD1|55153,55153,SDAD1,hsa55153
15644,SDC1|6382,6382,SDC1,hsa6382
15645,SDC2|6383,6383,SDC2,hsa6383
15646,SDC3|9672,9672,SDC3,hsa9672
15647,SDC4|6385,6385,SDC4,hsa6385
15648,SDC4P|376844,376844,SDC4P,hsa376844
15649,SDCBP2|27111,27111,SDCBP2,hsa27111
15650,SDCBP|6386,6386,SDCBP,hsa6386
15651,SDCCAG1|9147,9147,SDCCAG1,hsa9147
15652,SDCCAG3|10807,10807,SDCCAG3,hsa10807
15653,SDCCAG8|10806,10806,SDCCAG8,hsa10806
15654,SDF2|6388,6388,SDF2,hsa6388
15655,SDF2L1|23753,23753,SDF2L1,hsa23753
15656,SDF4|51150,51150,SDF4,hsa51150
15657,SDHA|6389,6389,SDHA,hsa6389
15658,SDHAF1|644096,644096,SDHAF1,hsa644096
15659,SDHAF2|54949,54949,SDHAF2,hsa54949
15660,SDHAP1|255812,255812,SDHAP1,hsa255812
15661,SDHAP2|727956,727956,SDHAP2,hsa727956
15662,SDHAP3|728609,728609,SDHAP3,hsa728609
15663,SDHB|6390,6390,SDHB,hsa6390
15664,SDHC|6391,6391,SDHC,hsa6391
15665,SDHD|6392,6392,SDHD,hsa6392
15666,SDK1|221935,221935,SDK1,hsa221935
15667,SDK2|54549,54549,SDK2,hsa54549
15668,SDPR|8436,8436,SDPR,hsa8436
15669,SDR16C5|195814,195814,SDR16C5,hsa195814
15670,SDR39U1|56948,56948,SDR39U1,hsa56948
15671,SDR42E1|93517,93517,SDR42E1,hsa93517
15672,SDR9C7|121214,121214,SDR9C7,hsa121214
15673,SDS|10993,10993,SDS,hsa10993
15674,SDSL|113675,113675,SDSL,hsa113675
15675,SEBOX|645832,645832,SEBOX,hsa645832
15676,SEC11A|23478,23478,SEC11A,hsa23478
15677,SEC11C|90701,90701,SEC11C,hsa90701
15678,SEC13|6396,6396,SEC13,hsa6396
15679,SEC14L1|6397,6397,SEC14L1,hsa6397
15680,SEC14L2|23541,23541,SEC14L2,hsa23541
15681,SEC14L3|266629,266629,SEC14L3,hsa266629
15682,SEC14L4|284904,284904,SEC14L4,hsa284904
15683,SEC14L5|9717,9717,SEC14L5,hsa9717
15684,SEC1|653677,653677,SEC1,hsa653677
15685,SEC16A|9919,9919,SEC16A,hsa9919
15686,SEC16B|89866,89866,SEC16B,hsa89866
15687,SEC22A|26984,26984,SEC22A,hsa26984
15688,SEC22B|9554,9554,SEC22B,hsa9554
15689,SEC22C|9117,9117,SEC22C,hsa9117
15690,SEC23A|10484,10484,SEC23A,hsa10484
15691,SEC23B|10483,10483,SEC23B,hsa10483
15692,SEC23IP|11196,11196,SEC23IP,hsa11196
15693,SEC24A|10802,10802,SEC24A,hsa10802
15694,SEC24B|10427,10427,SEC24B,hsa10427
15695,SEC24C|9632,9632,SEC24C,hsa9632
15696,SEC24D|9871,9871,SEC24D,hsa9871
15697,SEC31A|22872,22872,SEC31A,hsa22872
15698,SEC31B|25956,25956,SEC31B,hsa25956
15699,SEC61A1|29927,29927,SEC61A1,hsa29927
15700,SEC61A2|55176,55176,SEC61A2,hsa55176
15701,SEC61B|10952,10952,SEC61B,hsa10952
15702,SEC61G|23480,23480,SEC61G,hsa23480
15703,SEC62|7095,7095,SEC62,hsa7095
15704,SEC63|11231,11231,SEC63,hsa11231
15705,SECISBP2|79048,79048,SECISBP2,hsa79048
15706,SECISBP2L|9728,9728,SECISBP2L,hsa9728
15707,SECTM1|6398,6398,SECTM1,hsa6398
15708,SEH1L|81929,81929,SEH1L,hsa81929
15709,SEL1L2|80343,80343,SEL1L2,hsa80343
15710,SEL1L3|23231,23231,SEL1L3,hsa23231
15711,SEL1L|6400,6400,SEL1L,hsa6400
15712,SELE|6401,6401,SELE,hsa6401
15713,SELENBP1|8991,8991,SELENBP1,hsa8991
15714,SELK|58515,58515,SELK,hsa58515
15715,SELL|6402,6402,SELL,hsa6402
15716,SELM|140606,140606,SELM,hsa140606
15717,SELO|83642,83642,SELO,hsa83642
15718,SELP|6403,6403,SELP,hsa6403
15719,SELPLG|6404,6404,SELPLG,hsa6404
15720,SELS|55829,55829,SELS,hsa55829
15721,SELT|51714,51714,SELT,hsa51714
15722,SELV|348303,348303,SELV,hsa348303
15723,SEMA3A|10371,10371,SEMA3A,hsa10371
15724,SEMA3B|7869,7869,SEMA3B,hsa7869
15725,SEMA3C|10512,10512,SEMA3C,hsa10512
15726,SEMA3D|223117,223117,SEMA3D,hsa223117
15727,SEMA3E|9723,9723,SEMA3E,hsa9723
15728,SEMA3F|6405,6405,SEMA3F,hsa6405
15729,SEMA3G|56920,56920,SEMA3G,hsa56920
15730,SEMA4A|64218,64218,SEMA4A,hsa64218
15731,SEMA4B|10509,10509,SEMA4B,hsa10509
15732,SEMA4C|54910,54910,SEMA4C,hsa54910
15733,SEMA4D|10507,10507,SEMA4D,hsa10507
15734,SEMA4F|10505,10505,SEMA4F,hsa10505
15735,SEMA4G|57715,57715,SEMA4G,hsa57715
15736,SEMA5A|9037,9037,SEMA5A,hsa9037
15737,SEMA5B|54437,54437,SEMA5B,hsa54437
15738,SEMA6A|57556,57556,SEMA6A,hsa57556
15739,SEMA6B|10501,10501,SEMA6B,hsa10501
15740,SEMA6C|10500,10500,SEMA6C,hsa10500
15741,SEMA6D|80031,80031,SEMA6D,hsa80031
15742,SEMA7A|8482,8482,SEMA7A,hsa8482
15743,SEMG1|6406,6406,SEMG1,hsa6406
15744,SEMG2|6407,6407,SEMG2,hsa6407
15745,SENP1|29843,29843,SENP1,hsa29843
15746,SENP2|59343,59343,SENP2,hsa59343
15747,SENP3|26168,26168,SENP3,hsa26168
15748,SENP5|205564,205564,SENP5,hsa205564
15749,SENP6|26054,26054,SENP6,hsa26054
15750,SENP7|57337,57337,SENP7,hsa57337
15751,SENP8|123228,123228,SENP8,hsa123228
15752,SEP15|9403,9403,SEP15,hsa9403
15753,SEPHS1|22929,22929,SEPHS1,hsa22929
15754,SEPHS2|22928,22928,SEPHS2,hsa22928
15755,SEPN1|57190,57190,SEPN1,hsa57190
15756,SEPP1|6414,6414,SEPP1,hsa6414
15757,SEPSECS|51091,51091,SEPSECS,hsa51091
15758,SEPT10|151011,151011,SEPT10,hsa151011
15759,SEPT11|55752,55752,SEPT11,hsa55752
15760,SEPT1|1731,1731,SEPT1,hsa1731
15761,SEPT12|124404,124404,SEPT12,hsa124404
15762,SEPT14|346288,346288,SEPT14,hsa346288
15763,SEPT2|4735,4735,SEPT2,hsa4735
15764,SEPT3|55964,55964,SEPT3,hsa55964
15765,SEPT4|5414,5414,SEPT4,hsa5414
15766,SEPT5|5413,5413,SEPT5,hsa5413
15767,SEPT6|23157,23157,SEPT6,hsa23157
15768,SEPT7|989,989,SEPT7,hsa989
15769,SEPT7L|285961,285961,SEPT7L,hsa285961
15770,SEPT7P2|641977,641977,SEPT7P2,hsa641977
15771,SEPT8|23176,23176,SEPT8,hsa23176
15772,SEPT9|10801,10801,SEPT9,hsa10801
15773,SEPW1|6415,6415,SEPW1,hsa6415
15774,SEPX1|51734,51734,SEPX1,hsa51734
15775,SERAC1|84947,84947,SERAC1,hsa84947
15776,SERBP1|26135,26135,SERBP1,hsa26135
15777,SERF1A|8293,8293,SERF1A,hsa8293
15778,SERF2|10169,10169,SERF2,hsa10169
15779,SERGEF|26297,26297,SERGEF,hsa26297
15780,SERHL2|253190,253190,SERHL2,hsa253190
15781,SERHL|94009,94009,SERHL,hsa94009
15782,SERINC1|57515,57515,SERINC1,hsa57515
15783,SERINC2|347735,347735,SERINC2,hsa347735
15784,SERINC3|10955,10955,SERINC3,hsa10955
15785,SERINC4|619189,619189,SERINC4,hsa619189
15786,SERINC5|256987,256987,SERINC5,hsa256987
15787,SERP1|27230,27230,SERP1,hsa27230
15788,SERP2|387923,387923,SERP2,hsa387923
15789,SERPINA10|51156,51156,SERPINA10,hsa51156
15790,SERPINA11|256394,256394,SERPINA11,hsa256394
15791,SERPINA12|145264,145264,SERPINA12,hsa145264
15792,SERPINA13|388007,388007,SERPINA13,hsa388007
15793,SERPINA1|5265,5265,SERPINA1,hsa5265
15794,SERPINA3|12,12,SERPINA3,hsa12
15795,SERPINA4|5267,5267,SERPINA4,hsa5267
15796,SERPINA5|5104,5104,SERPINA5,hsa5104
15797,SERPINA6|866,866,SERPINA6,hsa866
15798,SERPINA7|6906,6906,SERPINA7,hsa6906
15799,SERPINA9|327657,327657,SERPINA9,hsa327657
15800,SERPINB10|5273,5273,SERPINB10,hsa5273
15801,SERPINB11|89778,89778,SERPINB11,hsa89778
15802,SERPINB1|1992,1992,SERPINB1,hsa1992
15803,SERPINB12|89777,89777,SERPINB12,hsa89777
15804,SERPINB13|5275,5275,SERPINB13,hsa5275
15805,SERPINB2|5055,5055,SERPINB2,hsa5055
15806,SERPINB3|6317,6317,SERPINB3,hsa6317
15807,SERPINB4|6318,6318,SERPINB4,hsa6318
15808,SERPINB5|5268,5268,SERPINB5,hsa5268
15809,SERPINB6|5269,5269,SERPINB6,hsa5269
15810,SERPINB7|8710,8710,SERPINB7,hsa8710
15811,SERPINB8|5271,5271,SERPINB8,hsa5271
15812,SERPINB9|5272,5272,SERPINB9,hsa5272
15813,SERPINC1|462,462,SERPINC1,hsa462
15814,SERPIND1|3053,3053,SERPIND1,hsa3053
15815,SERPINE1|5054,5054,SERPINE1,hsa5054
15816,SERPINE2|5270,5270,SERPINE2,hsa5270
15817,SERPINE3|647174,647174,SERPINE3,hsa647174
15818,SERPINF1|5176,5176,SERPINF1,hsa5176
15819,SERPINF2|5345,5345,SERPINF2,hsa5345
15820,SERPING1|710,710,SERPING1,hsa710
15821,SERPINH1|871,871,SERPINH1,hsa871
15822,SERPINI1|5274,5274,SERPINI1,hsa5274
15823,SERPINI2|5276,5276,SERPINI2,hsa5276
15824,SERTAD1|29950,29950,SERTAD1,hsa29950
15825,SERTAD2|9792,9792,SERTAD2,hsa9792
15826,SERTAD3|29946,29946,SERTAD3,hsa29946
15827,SERTAD4|56256,56256,SERTAD4,hsa56256
15828,SESN1|27244,27244,SESN1,hsa27244
15829,SESN2|83667,83667,SESN2,hsa83667
15830,SESN3|143686,143686,SESN3,hsa143686
15831,SESTD1|91404,91404,SESTD1,hsa91404
15832,SET|6418,6418,SET,hsa6418
15833,SETBP1|26040,26040,SETBP1,hsa26040
15834,SETD1A|9739,9739,SETD1A,hsa9739
15835,SETD1B|23067,23067,SETD1B,hsa23067
15836,SETD2|29072,29072,SETD2,hsa29072
15837,SETD3|84193,84193,SETD3,hsa84193
15838,SETD4|54093,54093,SETD4,hsa54093
15839,SETD5|55209,55209,SETD5,hsa55209
15840,SETD6|79918,79918,SETD6,hsa79918
15841,SETD7|80854,80854,SETD7,hsa80854
15842,SETD8|387893,387893,SETD8,hsa387893
15843,SETDB1|9869,9869,SETDB1,hsa9869
15844,SETDB2|83852,83852,SETDB2,hsa83852
15845,SETMAR|6419,6419,SETMAR,hsa6419
15846,SETX|23064,23064,SETX,hsa23064
15847,SEZ6|124925,124925,SEZ6,hsa124925
15848,SEZ6L2|26470,26470,SEZ6L2,hsa26470
15849,SEZ6L|23544,23544,SEZ6L,hsa23544
15850,SF1|7536,7536,SF1,hsa7536
15851,SF3A1|10291,10291,SF3A1,hsa10291
15852,SF3A2|8175,8175,SF3A2,hsa8175
15853,SF3A3|10946,10946,SF3A3,hsa10946
15854,SF3B1|23451,23451,SF3B1,hsa23451
15855,SF3B14|51639,51639,SF3B14,hsa51639
15856,SF3B2|10992,10992,SF3B2,hsa10992
15857,SF3B3|23450,23450,SF3B3,hsa23450
15858,SF3B4|10262,10262,SF3B4,hsa10262
15859,SF3B5|83443,83443,SF3B5,hsa83443
15860,SF4|57794,57794,SF4,hsa57794
15861,SFI1|9814,9814,SFI1,hsa9814
15862,SFMBT1|51460,51460,SFMBT1,hsa51460
15863,SFMBT2|57713,57713,SFMBT2,hsa57713
15864,SFN|2810,2810,SFN,hsa2810
15865,SFPQ|6421,6421,SFPQ,hsa6421
15866,SFRP1|6422,6422,SFRP1,hsa6422
15867,SFRP2|6423,6423,SFRP2,hsa6423
15868,SFRP4|6424,6424,SFRP4,hsa6424
15869,SFRP5|6425,6425,SFRP5,hsa6425
15870,SFRS11|9295,9295,SFRS11,hsa9295
15871,SFRS12|140890,140890,SFRS12,hsa140890
15872,SFRS12IP1|285672,285672,SFRS12IP1,hsa285672
15873,SFRS13A|10772,10772,SFRS13A,hsa10772
15874,SFRS13B|135295,135295,SFRS13B,hsa135295
15875,SFRS14|10147,10147,SFRS14,hsa10147
15876,SFRS15|57466,57466,SFRS15,hsa57466
15877,SFRS16|11129,11129,SFRS16,hsa11129
15878,SFRS1|6426,6426,SFRS1,hsa6426
15879,SFRS17A|8227,8227,SFRS17A,hsa8227
15880,SFRS18|25957,25957,SFRS18,hsa25957
15881,SFRS2|6427,6427,SFRS2,hsa6427
15882,SFRS2B|10929,10929,SFRS2B,hsa10929
15883,SFRS2IP|9169,9169,SFRS2IP,hsa9169
15884,SFRS3|6428,6428,SFRS3,hsa6428
15885,SFRS4|6429,6429,SFRS4,hsa6429
15886,SFRS5|6430,6430,SFRS5,hsa6430
15887,SFRS6|6431,6431,SFRS6,hsa6431
15888,SFRS7|6432,6432,SFRS7,hsa6432
15889,SFRS8|6433,6433,SFRS8,hsa6433
15890,SFRS9|8683,8683,SFRS9,hsa8683
15891,SFT2D1|113402,113402,SFT2D1,hsa113402
15892,SFT2D2|375035,375035,SFT2D2,hsa375035
15893,SFT2D3|84826,84826,SFT2D3,hsa84826
15894,SFTA1P|207107,207107,SFTA1P,hsa207107
15895,SFTA2|389376,389376,SFTA2,hsa389376
15896,SFTA3|253970,253970,SFTA3,hsa253970
15897,SFTPA1|653509,653509,SFTPA1,hsa653509
15898,SFTPA2|729238,729238,SFTPA2,hsa729238
15899,SFTPB|6439,6439,SFTPB,hsa6439
15900,SFTPC|6440,6440,SFTPC,hsa6440
15901,SFTPD|6441,6441,SFTPD,hsa6441
15902,SFXN1|94081,94081,SFXN1,hsa94081
15903,SFXN2|118980,118980,SFXN2,hsa118980
15904,SFXN3|81855,81855,SFXN3,hsa81855
15905,SFXN4|119559,119559,SFXN4,hsa119559
15906,SFXN5|94097,94097,SFXN5,hsa94097
15907,SGCA|6442,6442,SGCA,hsa6442
15908,SGCB|6443,6443,SGCB,hsa6443
15909,SGCD|6444,6444,SGCD,hsa6444
15910,SGCE|8910,8910,SGCE,hsa8910
15911,SGCG|6445,6445,SGCG,hsa6445
15912,SGCZ|137868,137868,SGCZ,hsa137868
15913,SGEF|26084,26084,SGEF,hsa26084
15914,SGIP1|84251,84251,SGIP1,hsa84251
15915,SGK1|6446,6446,SGK1,hsa6446
15916,SGK196|84197,84197,SGK196,hsa84197
15917,SGK2|10110,10110,SGK2,hsa10110
15918,SGK223|157285,157285,SGK223,hsa157285
15919,SGK269|79834,79834,SGK269,hsa79834
15920,SGK3|23678,23678,SGK3,hsa23678
15921,SGK494|124923,124923,SGK494,hsa124923
15922,SGMS1|259230,259230,SGMS1,hsa259230
15923,SGMS2|166929,166929,SGMS2,hsa166929
15924,SGOL1|151648,151648,SGOL1,hsa151648
15925,SGOL2|151246,151246,SGOL2,hsa151246
15926,SGPL1|8879,8879,SGPL1,hsa8879
15927,SGPP1|81537,81537,SGPP1,hsa81537
15928,SGPP2|130367,130367,SGPP2,hsa130367
15929,SGSH|6448,6448,SGSH,hsa6448
15930,SGSM1|129049,129049,SGSM1,hsa129049
15931,SGSM2|9905,9905,SGSM2,hsa9905
15932,SGSM3|27352,27352,SGSM3,hsa27352
15933,SGTA|6449,6449,SGTA,hsa6449
15934,SGTB|54557,54557,SGTB,hsa54557
15935,SH2B1|25970,25970,SH2B1,hsa25970
15936,SH2B2|10603,10603,SH2B2,hsa10603
15937,SH2B3|10019,10019,SH2B3,hsa10019
15938,SH2D1A|4068,4068,SH2D1A,hsa4068
15939,SH2D1B|117157,117157,SH2D1B,hsa117157
15940,SH2D2A|9047,9047,SH2D2A,hsa9047
15941,SH2D3A|10045,10045,SH2D3A,hsa10045
15942,SH2D3C|10044,10044,SH2D3C,hsa10044
15943,SH2D4A|63898,63898,SH2D4A,hsa63898
15944,SH2D4B|387694,387694,SH2D4B,hsa387694
15945,SH2D5|400745,400745,SH2D5,hsa400745
15946,SH2D6|284948,284948,SH2D6,hsa284948
15947,SH2D7|646892,646892,SH2D7,hsa646892
15948,SH3BGR|6450,6450,SH3BGR,hsa6450
15949,SH3BGRL2|83699,83699,SH3BGRL2,hsa83699
15950,SH3BGRL3|83442,83442,SH3BGRL3,hsa83442
15951,SH3BGRL|6451,6451,SH3BGRL,hsa6451
15952,SH3BP1|23616,23616,SH3BP1,hsa23616
15953,SH3BP2|6452,6452,SH3BP2,hsa6452
15954,SH3BP4|23677,23677,SH3BP4,hsa23677
15955,SH3BP5|9467,9467,SH3BP5,hsa9467
15956,SH3BP5L|80851,80851,SH3BP5L,hsa80851
15957,SH3D19|152503,152503,SH3D19,hsa152503
15958,SH3D20|201175,201175,SH3D20,hsa201175
15959,SH3GL1|6455,6455,SH3GL1,hsa6455
15960,SH3GL2|6456,6456,SH3GL2,hsa6456
15961,SH3GL3|6457,6457,SH3GL3,hsa6457
15962,SH3GLB1|51100,51100,SH3GLB1,hsa51100
15963,SH3GLB2|56904,56904,SH3GLB2,hsa56904
15964,SH3KBP1|30011,30011,SH3KBP1,hsa30011
15965,SH3PXD2A|9644,9644,SH3PXD2A,hsa9644
15966,SH3PXD2B|285590,285590,SH3PXD2B,hsa285590
15967,SH3RF1|57630,57630,SH3RF1,hsa57630
15968,SH3RF2|153769,153769,SH3RF2,hsa153769
15969,SH3RF3|344558,344558,SH3RF3,hsa344558
15970,SH3TC1|54436,54436,SH3TC1,hsa54436
15971,SH3TC2|79628,79628,SH3TC2,hsa79628
15972,SH3YL1|26751,26751,SH3YL1,hsa26751
15973,SHANK1|50944,50944,SHANK1,hsa50944
15974,SHANK2|22941,22941,SHANK2,hsa22941
15975,SHANK3|85358,85358,SHANK3,hsa85358
15976,SHARPIN|81858,81858,SHARPIN,hsa81858
15977,SHB|6461,6461,SHB,hsa6461
15978,SHBG|6462,6462,SHBG,hsa6462
15979,SHC1|6464,6464,SHC1,hsa6464
15980,SHC2|25759,25759,SHC2,hsa25759
15981,SHC3|53358,53358,SHC3,hsa53358
15982,SHC4|399694,399694,SHC4,hsa399694
15983,SHCBP1|79801,79801,SHCBP1,hsa79801
15984,SHD|56961,56961,SHD,hsa56961
15985,SHE|126669,126669,SHE,hsa126669
15986,SHF|90525,90525,SHF,hsa90525
15987,SHFM1|7979,7979,SHFM1,hsa7979
15988,SHH|6469,6469,SHH,hsa6469
15989,SHISA2|387914,387914,SHISA2,hsa387914
15990,SHISA3|152573,152573,SHISA3,hsa152573
15991,SHISA4|149345,149345,SHISA4,hsa149345
15992,SHISA5|51246,51246,SHISA5,hsa51246
15993,SHISA6|388336,388336,SHISA6,hsa388336
15994,SHISA7|729956,729956,SHISA7,hsa729956
15995,SHISA9|729993,729993,SHISA9,hsa729993
15996,SHKBP1|92799,92799,SHKBP1,hsa92799
15997,SHMT1|6470,6470,SHMT1,hsa6470
15998,SHMT2|6472,6472,SHMT2,hsa6472
15999,SHOC2|8036,8036,SHOC2,hsa8036
16000,SHOX2|6474,6474,SHOX2,hsa6474
16001,SHOX|6473,6473,SHOX,hsa6473
16002,SHPK|23729,23729,SHPK,hsa23729
16003,SHPRH|257218,257218,SHPRH,hsa257218
16004,SHQ1|55164,55164,SHQ1,hsa55164
16005,SHROOM1|134549,134549,SHROOM1,hsa134549
16006,SHROOM2|357,357,SHROOM2,hsa357
16007,SHROOM3|57619,57619,SHROOM3,hsa57619
16008,SHROOM4|57477,57477,SHROOM4,hsa57477
16009,SI|6476,6476,SI,hsa6476
16010,SIAE|54414,54414,SIAE,hsa54414
16011,SIAH1|6477,6477,SIAH1,hsa6477
16012,SIAH2|6478,6478,SIAH2,hsa6478
16013,SIAH3|283514,283514,SIAH3,hsa283514
16014,SIDT1|54847,54847,SIDT1,hsa54847
16015,SIDT2|51092,51092,SIDT2,hsa51092
16016,SIGIRR|59307,59307,SIGIRR,hsa59307
